FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|COUNTY_NAME|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|MAP_NAME|DATE_CREATED|DATE_EDITED
217920|Mad River|Stream|CA|Humboldt|40.9557002|-124.1273839|40.2054271|-123.156409|2|Tyee City|01/19/1981|12/10/2013
217923|Pinehem Creek|Stream|CA|El Dorado|38.7565685|-120.9716083|38.7335737|-120.982938|206|Coloma|01/19/1981|06/16/2016
217925|San Clemente Creek|Stream|CA|Marin|37.9254806|-122.4996962|37.9196474|-122.5071965|-1|San Quentin|01/19/1981|08/17/2016
217927|South Branch Tularcitos Creek|Stream|CA|Santa Clara|37.4446606|-121.8741229|37.4497222|-121.8652778|61|Calaveras Reservoir|01/19/1981|07/15/2016
217928|Stoney Creek|Stream|CA|Merced|37.5077144|-120.3585233|37.4788399|-120.339426|93|Merced Falls|01/19/1981|07/10/2015
217931|Upper North Fork Honeydew Creek|Stream|CA|Humboldt|40.1926401|-124.1380958|40.1676407|-124.1247611|213|Shubrick Peak|01/19/1981|04/12/2016
217957|Ackerman Creek|Stream|CA|Mendocino|39.1785032|-123.1991717|39.2215592|-123.33973|184|Ukiah|01/19/1981|05/31/2016
217967|Adams Creek|Stream|CA|Mendocino|38.8882372|-123.2775076|38.8997222|-123.2977778|296|Ornbaun Valley|01/19/1981|05/31/2016
217982|Addle Canyon|Valley|CA|Inyo|36.9205457|-117.9633536|36.9381683|-117.9883279|1630|Waucoba Canyon|01/19/1981|06/01/2017
217989|Adobe Creek|Stream|CA|Santa Clara|37.4527169|-122.0913517|37.3199419|-122.155242|1|Mountain View|01/19/1981|06/23/2015
217990|Adobe Creek|Stream|CA|Sonoma|38.2238059|-122.6052624|38.3179699|-122.5752616|1|Petaluma River|01/19/1981|06/06/2014
218039|Al Brass Creek|Stream|CA|El Dorado|38.890179|-120.7421528|38.9011111|-120.7063889|791|Tunnel Hill|01/19/1981|12/13/2015
218040|Al Shinn Canyon|Valley|CA|Lassen|40.6751776|-120.0671552|40.7013889|-120.0088889|1533|Al Shinn Canyon|01/19/1981|08/17/2016
218044|Alambique Creek|Stream|CA|San Mateo|37.4032728|-122.2477445|37.4007733|-122.2888575|112|Palo Alto|01/19/1981|06/23/2015
218054|Alamitos Creek|Stream|CA|Santa Clara|37.2466104|-121.8710646|37.1655556|-121.8261111|60|Santa Teresa Hills|01/19/1981|06/29/2015
218061|Alaska Canyon|Valley|CA|Lassen|41.0426748|-120.1610501|41.1236111|-120.1536111|1870|Boot Lake|01/19/1981|08/17/2016
218063|Alba Creek|Stream|CA|Santa Cruz|37.1027251|-122.1038532|37.0963889|-122.1236111|108|Felton|01/19/1981|04/21/2015
218070|Albert Canyon|Valley|CA|San Mateo|37.4877175|-122.3919176|37.481606|-122.3610828|62|Half Moon Bay|01/19/1981|06/29/2015
218084|Alder Basin Creek|Stream|CA|Trinity|40.0893182|-123.0400142|40.0875|-123|1476|Wrights Ridge|01/19/1981|06/08/2016
218088|Alder Creek|Stream|CA|Lake|38.8518472|-122.7572131|38.81|-122.7527778|700|The Geysers|01/19/1981|06/08/2016
218089|Alder Creek|Stream|CA|Mendocino|38.9860125|-123.42112|38.9833333|-123.3869444|146|Zeni Ridge|01/19/1981|06/08/2016
218090|Alder Creek|Stream|CA|Mendocino|39.3862731|-123.043058|39.4061111|-123.0577778|469|Van Arsdale Reservoir|01/19/1981|06/08/2016
218091|Alder Creek|Stream|CA|Mendocino|39.4279399|-123.290565|39.4444444|-123.28|471|Willits|01/19/1981|06/08/2016
218093|Alder Creek|Stream|CA|Mendocino|39.8479315|-123.2894596|39.8444444|-123.3488889|475|Covelo West|01/19/1981|06/08/2016
218094|Alder Creek|Stream|CA|Siskiyou|41.5423754|-122.0622293|41.5011111|-122.0094444|1539|West Haight Mountain|01/19/1981|12/17/2015
218096|Alder Creek|Stream|CA|Sacramento|38.6385156|-121.2066146|38.6193496|-121.0924449|38|Folsom|01/19/1981|12/13/2015
218098|Alder Creek|Stream|CA|Mendocino|39.0046291|-123.696685|38.9765694|-123.4866762|1|Mallo Pass Creek|01/19/1981|06/08/2016
218099|Alder Creek|Stream|CA|Mendocino|39.6109911|-123.3958468|39.647657100000004|-123.4116811|419|Longvale|01/19/1981|06/08/2016
218100|Alder Creek|Stream|CA|Mendocino|39.6204352|-123.3241791|39.6465458|-123.3047346|322|Willis Ridge|01/19/1981|06/08/2016
218140|Allen Creek|Stream|CA|Humboldt|40.3870838|-123.9239301|40.3930556|-123.9002778|36|Redcrest|01/19/1981|06/08/2016
218141|Allen Creek|Stream|CA|Humboldt|40.5740233|-124.0419939|40.6052778|-124.0386111|84|Hydesville|01/19/1981|06/08/2016
218212|Amador Creek|Stream|CA|Amador|38.424633|-120.8729934|38.4365769|-120.731322|167|Amador City|01/19/1981|12/13/2015
218248|Anderson Canyon|Valley|CA|Lassen|40.979896|-120.5830088|41.0129512|-120.5996763|1615|Anderson Mountain|01/19/1981|08/17/2016
218250|Anderson Creek|Stream|CA|Lake|38.7743494|-122.6888773|38.7988889|-122.7430556|402|Whispering Pines|01/19/1981|06/08/2016
218252|Anderson Creek|Stream|CA|Mendocino|39.9465363|-123.8989141|39.9430556|-123.9463889|255|Bear Harbor|01/19/1981|06/08/2016
218253|Anderson Creek|Stream|CA|Humboldt|40.0312554|-123.9558615|40.0275|-123.9744444|298|Briceland|01/19/1981|06/08/2016
218254|Anderson Creek|Stream|CA|Humboldt|40.2026429|-123.77781|40.2116667|-123.7502778|77|Miranda|01/19/1981|06/08/2016
218255|Anderson Creek|Stream|CA|Shasta|40.3845984|-122.1983328|40.442096|-122.4250085|106|Balls Ferry|01/19/1981|12/17/2015
218272|Anderson Valley|Valley|CA|Mendocino|39.0865657|-123.4794542|38.991289|-123.3513971|51|Philo|01/19/1981|06/08/2016
218275|Andrews Creek|Stream|CA|Shasta|40.5218166|-122.5580693|40.5458333|-122.6088889|342|Igo|01/19/1981|12/17/2015
218295|Antelope Creek|Stream|CA|San Benito|36.6452339|-121.0293566|36.6861111|-121.0022222|599|Panoche Pass|01/19/1981|04/21/2015
218296|Antelope Creek|Stream|CA|Amador|38.4535212|-120.5099252|38.5146309|-120.4721459|804|West Point|01/19/1981|12/13/2015
218298|Antelope Creek|Stream|CA|Tehama|40.3743188|-122.4372302|40.4443176|-122.5205674|151|Mitchell Gulch|01/19/1981|12/17/2015
218308|Antone Creek|Stream|CA|Trinity|40.0148739|-123.211961|40.0538889|-123.2241667|840|Four Corners Rock|01/19/1981|06/08/2016
218309|Antone Creek|Stream|CA|Humboldt|40.4359672|-124.2067155|40.4180556|-124.2275|139|Taylor Peak|01/19/1981|06/08/2016
218323|Appletree Creek|Stream|CA|Lake|38.736295|-122.6833216|38.7341667|-122.705|595|Mount Saint Helena|01/19/1981|06/08/2016
218335|Arastradero Creek|Stream|CA|Santa Clara|37.3840712|-122.1661234|37.3677185|-122.174687|79|Palo Alto|01/19/1981|09/06/2011
218350|Archibald Creek|Stream|CA|Santa Cruz|37.0541155|-122.2263584|37.0608333|-122.1977778|7|Davenport|01/19/1981|04/21/2015
218376|Armstrong Creek|Stream|CA|Trinity|40.2229256|-123.303079|40.2125|-123.3369444|838|Shannon Butte|01/19/1981|06/08/2016
218384|Arnold Creek|Stream|CA|Humboldt|40.4059731|-123.8622624|40.3833333|-123.8436111|94|Bridgeville|01/19/1981|06/08/2016
218392|Arroyo Aguague|Stream|CA|Santa Clara|37.4035499|-121.7918971|37.347995|-121.6877258|210|Calaveras Reservoir|01/19/1981|06/29/2015
218395|Arroyo Calero|Stream|CA|Santa Clara|37.2141113|-121.8343968|37.1836111|-121.7875|88|Santa Teresa Hills|01/19/1981|06/29/2015
218408|Arroyo Seco|Stream|CA|Sonoma|38.2449159|-122.4347013|38.335469|-122.4174787|4|Sears Point|01/19/1981|06/06/2014
218423|Asbill Creek|Stream|CA|Mendocino|39.9318186|-123.3650184|39.9252778|-123.3602778|302|Mina|01/19/1981|06/08/2016
218426|Ash Creek|Stream|CA|Shasta|40.8965427|-122.1144463|40.9011111|-122.0969444|405|Goose Gap|01/19/1981|12/17/2015
218427|Ash Creek|Stream|CA|Sonoma|38.8524044|-123.0288896|38.8687921|-122.9708319|110|Cloverdale|01/19/1981|05/31/2016
218429|Ash Hollow|Valley|CA|Trinity|40.7384777|-122.9441933|40.7447222|-122.9480556|641|Weaverville|01/19/1981|05/31/2016
218434|Ashland Creek|Stream|CA|Amador|38.4562986|-120.608262|38.5051862|-120.5021469|647|West Point|01/19/1981|12/18/2015
218443|Atascadero Creek|Stream|CA|Sonoma|38.4482465|-122.8869387|38.3471376|-122.8633271|27|Camp Meeker|01/19/1981|06/06/2014
218447|Atkins Creek|Stream|CA|Siskiyou|41.4015249|-123.096152|41.4048571|-123.140321|983|Yellow Dog Peak|01/19/1981|12/17/2015
218453|Atwell Creek|Stream|CA|Humboldt|40.4956889|-124.1700494|40.4491667|-124.1627778|70|Taylor Peak|01/19/1981|05/31/2016
218457|Audubon Canyon|Valley|CA|Marin|37.9293697|-122.6822066|37.9422222|-122.6616667|4|Bolinas|01/19/1981|05/12/2014
218459|Auger Creek|Stream|CA|Tehama|39.9212652|-122.8602824|39.9326538|-122.9041728|898|Ball Mountain|01/19/1981|12/17/2015
218466|Austin Creek|Stream|CA|Sonoma|38.4665806|-123.0500011|38.6304671|-123.1300039|6|Duncans Mills|01/19/1981|06/06/2014
218500|Backbone Creek|Stream|CA|Trinity|40.935695|-123.155037|40.952918|-123.0880907|905|Thurston Peaks|01/19/1981|06/08/2016
218510|Bad Creek|Stream|CA|Lake|38.8485129|-122.6666535|38.8619444|-122.6683333|475|Whispering Pines|01/19/1981|06/08/2016
218512|Badger Creek|Stream|CA|Sacramento|38.3232462|-121.3674504|38.3993557|-121.183002|8|Galt|01/19/1981|12/18/2015
218524|Bailey Creek|Stream|CA|Mendocino|39.1565632|-123.4669541|39.1791667|-123.4863889|127|Bailey Ridge|01/19/1981|06/08/2016
218525|Bailey Creek|Stream|CA|Lassen|40.8398962|-120.5905083|40.7783333|-120.5980556|1613|Cleghorn Flat|01/19/1981|08/17/2016
218536|Baker Forty Creek|Stream|CA|Mendocino|39.5093259|-123.2952885|39.4979374|-123.3072329|563|Willis Ridge|01/19/1981|06/08/2016
218539|Baker Creek|Stream|CA|Butte|39.7776631|-121.3616321|39.8086111|-121.3183333|788|Soapstone Hill|01/19/1981|12/17/2015
218540|Baker Creek|Stream|CA|Humboldt|40.007645|-123.9305823|40.0175|-123.8955556|318|Briceland|01/19/1981|06/08/2016
218541|Baker Creek|Stream|CA|Humboldt|40.5254179|-123.7272632|40.5691667|-123.7230556|351|Showers Mountain|01/19/1981|06/08/2016
218565|Balcom Creek|Stream|CA|Humboldt|40.4081949|-123.9011523|40.3911111|-123.8891667|43|Redcrest|01/19/1981|06/08/2016
218574|Bald Hill Creek|Stream|CA|Mendocino|39.6032152|-123.6408492|39.6373807|-123.6483499|73|Dutchmans Knoll|01/19/1981|06/08/2016
218580|Bald Mill Creek|Stream|CA|Mendocino|38.960456|-123.2777852|38.9786111|-123.2711111|463|Ornbaun Valley|01/19/1981|06/08/2016
218601|Bald Mountain Creek|Stream|CA|Shasta|41.0957106|-122.1369479|41.1163889|-122.1377778|622|Yellowjacket Mountain|01/19/1981|12/17/2015
218614|Baldwin Creek|Stream|CA|Santa Cruz|36.9663398|-122.1230217|37.0138384|-122.1007989|4|Santa Cruz|01/19/1981|04/21/2015
218615|Baldwin Creek|Stream|CA|Shasta|40.4262667|-122.0086054|40.481823|-121.8819359|247|Tuscan Buttes NE|01/19/1981|12/17/2015
218637|Baltic Creek|Stream|CA|El Dorado|38.722682|-120.5213135|38.6943494|-120.4904791|1099|Sly Park|01/19/1981|12/18/2015
218640|Baltimore Ravine|Valley|CA|Placer|38.8898988|-121.0930016|38.8790753|-121.0840816|289|Auburn|01/19/1981|12/04/2014
218646|Banks Canyon|Valley|CA|Santa Cruz|36.9902287|-121.7357829|37.0082835|-121.7163376|95|Watsonville East|01/19/1981|06/22/2017
218658|Barber Creek|Stream|CA|Humboldt|40.5470767|-124.1622735|40.5311111|-124.2113889|10|Fortuna|01/19/1981|06/08/2016
218663|Bare Creek|Stream|CA|Lassen|41.211841|-120.0354937|41.0782301|-120.108271|1364|Snake Lake|01/19/1981|08/17/2016
218667|Bark Shanty Creek|Stream|CA|Siskiyou|41.7659623|-123.2242166|41.7633333|-123.1919444|699|Seiad Valley|01/19/1981|12/17/2015
218670|Barker Creek|Stream|CA|Placer|39.0635174|-120.3157503|39.0810179|-120.2479706|1488|Wentworth Springs|01/19/1981|12/18/2015
218677|Barn Creek|Stream|CA|Humboldt|40.3506979|-123.6672566|40.3820867|-123.6530905|430|Blocksburg|01/19/1981|06/08/2016
218684|Barnes Creek|Stream|CA|Modoc|41.929451|-120.3248173|41.9158333|-120.2633333|1457|Willow Ranch|01/19/1981|08/17/2016
218704|Barry Creek|Stream|CA|Trinity|40.1915375|-123.2716888|40.2384815|-123.2280778|858|Shannon Butte|01/19/1981|06/08/2016
218712|Barton Creek|Stream|CA|Tulare|36.6952166|-118.5570414|36.6944444|-118.5072222|2452|Sphinx Lakes|01/19/1981|05/16/2017
218718|Basin Creek|Stream|CA|Humboldt|40.2512539|-123.7030878|40.2922222|-123.6783333|63|Blocksburg|01/19/1981|06/08/2016
218719|Basin Hollow Creek|Stream|CA|Shasta|40.5448754|-122.1511111|40.6101541|-122.0533313|160|Palo Cedro|01/19/1981|12/17/2015
218726|Bates Creek|Stream|CA|Santa Cruz|36.996061|-121.9538488|37.0257826|-121.91468|15|Soquel|01/19/1981|04/21/2015
218739|Battle Creek|Stream|CA|Trinity|41.1123655|-122.8630847|41.0619444|-122.865|1220|Ycatapom Peak|01/19/1981|06/08/2016
218740|Battle Creek|Stream|CA|Tehama|40.3551545|-122.1758317|40.4229336|-121.9969383|103|Bend|01/19/1981|12/17/2015
218771|Beach Creek|Stream|CA|Humboldt|41.0876253|-124.0464563|41.0547222|-124.0016667|159|Crannell|01/19/1981|06/08/2016
218772|Beach Creek|Stream|CA|Humboldt|41.1326235|-124.1606266|41.1213889|-124.1416667|12|Trinidad OE N|01/19/1981|06/08/2016
218778|Beal Creek|Stream|CA|Mendocino|39.2760094|-123.7880695|39.2847222|-123.7752778|5|Mendocino|01/19/1981|06/08/2016
218781|Bean Creek|Stream|CA|Mendocino|39.527937|-123.3230668|39.5166667|-123.3561111|597|Willis Ridge|01/19/1981|06/08/2016
218782|Bean Creek|Stream|CA|Santa Cruz|37.0513374|-122.0613525|37.1307799|-121.9824593|81|Felton|01/19/1981|04/21/2015
218792|Bear Canyon|Valley|CA|Humboldt|40.1069633|-123.7967852|40.1060162|-123.759464|92|Garberville|01/19/1981|05/14/2015
218796|Bear Canyon Creek|Stream|CA|Lake|38.7771269|-122.6805435|38.7525|-122.7113889|390|Whispering Pines|01/19/1981|06/08/2016
218798|Bear Creek|Stream|CA|Santa Cruz|37.1274467|-122.1221869|37.1675|-122.0261111|138|Castle Rock Ridge|01/19/1981|04/21/2015
218803|Bear Creek|Stream|CA|Sonoma|38.4429663|-122.532204|38.4647222|-122.5061111|196|Kenwood|01/19/1981|06/06/2014
218807|Bear Creek|Stream|CA|Mendocino|38.846296|-123.4019529|38.8275|-123.375|207|McGuire Ridge|01/19/1981|06/08/2016
218808|Bear Creek|Stream|CA|Mendocino|39.1482297|-123.4405648|39.1347222|-123.4033333|154|Bailey Ridge|01/19/1981|06/08/2016
218809|Bear Creek|Stream|CA|Placer|39.1904622|-120.1968609|39.1630556|-120.2347222|1886|Tahoe City|01/19/1981|01/19/2016
218810|Bear Creek|Stream|CA|Mendocino|39.6362693|-123.5955718|39.65|-123.5713889|491|Cahto Peak|01/19/1981|06/08/2016
218811|Bear Creek|Stream|CA|Mendocino|39.7862648|-123.7514091|39.7866667|-123.7805556|353|Hales Grove|01/19/1981|06/08/2016
218812|Bear Creek|Stream|CA|Plumas|40.1112775|-121.073015|40.1058333|-121.0547222|1220|Twain|01/19/1981|08/17/2016
218813|Bear Creek|Stream|CA|Humboldt|40.2893025|-124.3356045|40.2755556|-124.3375|7|Petrolia|01/19/1981|06/08/2016
218814|Bear Creek|Stream|CA|Humboldt|40.5359742|-123.6339279|40.5561111|-123.6866667|643|Showers Mountain|01/19/1981|06/08/2016
218815|Bear Creek|Stream|CA|Humboldt|40.7070832|-123.5858762|40.6652778|-123.5594444|427|Sims Mountain|01/19/1981|06/08/2016
218816|Bear Creek|Stream|CA|Shasta|40.8309806|-122.6061293|40.8294444|-122.5727778|583|Schell Mountain|01/19/1981|12/17/2015
218817|Bear Creek|Stream|CA|Trinity|41.1932027|-122.6525223|41.1961111|-122.7108333|913|Tangle Blue Lake|01/19/1981|06/08/2016
218818|Bear Creek|Stream|CA|Trinity|41.3245923|-122.5519646|41.2936111|-122.5038889|1627|South China Mountain|01/19/1981|06/08/2016
218819|Bear Creek|Stream|CA|Modoc|41.5590598|-120.2877266|41.5875|-120.2855556|1832|Payne Peak|01/19/1981|08/17/2016
218820|Bear Creek|Stream|CA|San Mateo|37.4099393|-122.2382997|37.4191067|-122.3191367|87|Palo Alto|01/19/1981|07/07/2015
218824|Bear Creek|Stream|CA|Lake|39.5787686|-123.0458384|39.6137681|-122.9755588|463|Sanhedrin Mountain|01/19/1981|06/08/2016
218825|Bear Creek|Stream|CA|Mendocino|39.8629285|-123.8433563|39.8973719|-123.8266902|35|Hales Grove|01/19/1981|06/08/2016
218826|Bear Creek|Stream|CA|Humboldt|40.1354202|-123.9967007|40.1262531|-124.0625353|183|Ettersburg|01/19/1981|06/08/2016
218827|Bear Creek|Stream|CA|Humboldt|40.4312493|-123.981988|40.398471|-124.0430997|26|Redcrest|01/19/1981|06/08/2016
218828|Bear Creek|Stream|CA|Shasta|40.435709|-122.2036114|40.5370998|-121.9558277|111|Balls Ferry|01/19/1981|12/17/2015
218829|Bear Creek|Stream|CA|Trinity|41.0034767|-122.8408603|40.9654208|-122.8803058|1556|Ycatapom Peak|01/19/1981|06/08/2016
218832|Bear Creek Canyon|Valley|CA|Shasta|40.5298759|-122.1111098|40.5354332|-121.9574944|241|Clough Gulch|01/19/1981|12/17/2015
218841|Bear Gulch|Valley|CA|San Mateo|37.4177171|-122.2671897|37.4188889|-122.3180556|147|Woodside|01/19/1981|07/07/2015
218855|Bear Haven Creek|Stream|CA|Mendocino|39.5562729|-123.6800152|39.5809936|-123.6219597|33|Dutchmans Knoll|01/19/1981|06/08/2016
218860|Bear Meadow Creek|Stream|CA|Fresno|36.9566139|-119.1440062|37.0307803|-119.1778971|751|Sacate Ridge|01/19/1981|05/16/2017
218866|Bear Pen Creek|Stream|CA|Mendocino|39.7443215|-123.7236303|39.7411111|-123.7355556|406|Lincoln Ridge|01/19/1981|06/08/2016
218867|Bear Pen Creek|Stream|CA|Mendocino|39.9357046|-123.7780793|39.9058333|-123.8311111|165|Piercy|01/19/1981|06/08/2016
218868|Bear Pen Creek|Stream|CA|Placer|39.1132396|-120.2879728|39.1032401|-120.2440822|1828|Wentworth Springs|01/19/1981|01/19/2016
218873|Bear River|Stream|CA|Humboldt|40.4765198|-124.3900559|40.3556938|-124.0525434|2|Cape Mendocino|01/19/1981|06/08/2016
218883|Bear Trap Creek|Stream|CA|Humboldt|40.232084|-124.1158748|40.2045842|-124.1422631|106|Honeydew|01/19/1981|06/08/2016
218888|Bear Valley|Valley|CA|Napa|38.6491667|-122.5608333|38.6447222|-122.5608333|619|Detert Reservoir|01/19/1981|04/30/2007
218889|Bear Valley|Valley|CA|Nevada|39.4252778|-120.4352778|39.4322222|-120.4227778|2331|Webber Peak|01/19/1981|04/30/2007
218891|Bear Valley|Valley|CA|Santa Cruz|37.0080057|-121.8610666|37.0211111|-121.8511111|118|Loma Prieta|01/19/1981|06/22/2017
218903|Bear Wallow Creek|Stream|CA|Glenn|39.4132158|-122.7116597|39.445|-122.7380556|1028|Saint John Mountain|01/19/1981|12/17/2015
218904|Bear Wallow Creek|Stream|CA|Mendocino|39.7312665|-123.7247411|39.7086111|-123.7022222|433|Lincoln Ridge|01/19/1981|06/08/2016
218905|Bear Wallow Creek|Stream|CA|Mendocino|38.9949012|-123.4341758|39.0062892|-123.4055643|149|Zeni Ridge|01/19/1981|06/08/2016
218919|Bearpen Creek|Stream|CA|Sonoma|38.5774121|-123.1161145|38.5938009|-123.1638939|102|Cazadero|01/19/1981|07/07/2015
218921|Beartrap Creek|Stream|CA|Mendocino|38.9987901|-123.447787|38.9863889|-123.4680556|153|Zeni Ridge|01/19/1981|06/08/2016
218922|Beartrap Creek|Stream|CA|Shasta|40.931821|-122.0913904|40.9547222|-122.0908333|454|Goose Gap|01/19/1981|12/17/2015
218923|Beartrap Creek|Stream|CA|Shasta|41.1126542|-122.1886163|41.1326545|-122.1819495|650|Yellowjacket Mountain|01/19/1981|12/17/2015
218928|Beasley Creek|Stream|CA|Mendocino|38.9435129|-123.3222301|38.9302778|-123.3291667|208|Ornbaun Valley|01/19/1981|06/08/2016
218930|Beatson Hollow|Valley|CA|Butte|39.5748857|-121.5988606|39.5958333|-121.5494444|125|Oroville|01/19/1981|12/17/2015
218931|Beatty Creek|Stream|CA|Humboldt|40.3145859|-123.7636464|40.3437526|-123.7428135|48|Myers Flat|01/19/1981|06/08/2016
218936|Beaughton Creek|Stream|CA|Siskiyou|41.4601484|-122.437796|41.4195949|-122.3525145|891|Weed|01/19/1981|12/17/2015
218937|Beauregard Creek|Stream|CA|Santa Clara|37.3749361|-121.4866073|37.3527778|-121.4202778|618|Mount Stakes|01/19/1981|07/07/2015
218943|Beaver Creek|Stream|CA|Humboldt|41.0184615|-123.8703395|41.0252778|-123.8491667|197|Hupa Mountain|01/19/1981|06/08/2016
218958|Bee Branch Creek|Stream|CA|Mendocino|39.4329397|-123.2875096|39.4466667|-123.2955556|505|Willits|01/19/1981|06/08/2016
218959|Bee Creek|Stream|CA|Shasta|40.450706|-122.5900136|40.4482056|-122.6611264|225|Ono|01/19/1981|12/17/2015
218964|Bee Tree Creek|Stream|CA|Mendocino|39.0082375|-123.5958472|39.0294444|-123.6038889|158|Cold Spring|01/19/1981|06/08/2016
218966|Beebe Creek|Stream|CA|Mendocino|38.911847|-123.2605629|38.9454562|-123.217784|250|Ornbaun Valley|01/19/1981|06/08/2016
218972|Beer Bottle Creek|Stream|CA|Humboldt|40.3984693|-124.1381018|40.3941667|-124.1636111|286|Taylor Peak|01/19/1981|06/08/2016
218985|Bell Creek|Stream|CA|Humboldt|40.3340296|-123.8464269|40.3152778|-123.8630556|53|Myers Flat|01/19/1981|06/08/2016
218992|Bell Springs Creek|Stream|CA|Mendocino|39.9337624|-123.473354|39.9557056|-123.5847447|191|Updegraff Ridge|01/19/1981|06/08/2016
219040|Bennett Creek|Stream|CA|Santa Cruz|37.0513374|-122.0849644|37.0538889|-122.1147222|120|Felton|01/19/1981|04/21/2015
219054|Bens Creek|Stream|CA|Humboldt|41.1926263|-123.7200613|41.2230556|-123.7191667|62|Weitchpec|01/19/1981|06/08/2016
219073|Berry Creek|Stream|CA|Santa Cruz|37.0771704|-122.219969|37.0861111|-122.2002778|57|Davenport|01/19/1981|04/21/2015
219074|Berry Creek|Stream|CA|Santa Cruz|37.1682791|-122.2641362|37.1958333|-122.2594444|107|Franklin Point|01/19/1981|04/21/2015
219075|Berry Creek|Stream|CA|Mendocino|39.4273847|-123.3294544|39.4305556|-123.2702778|408|Willits|01/19/1981|06/08/2016
219076|Berry Creek|Stream|CA|Shasta|40.48099|-121.851935|40.503768|-121.8163789|1051|Manton|01/19/1981|12/17/2015
219094|Best Slough|Stream|CA|Yuba|39.0057274|-121.5430168|39.1054497|-121.3488469|14|Olivehurst|01/19/1981|01/19/2016
219101|Beveridge Canyon|Valley|CA|Inyo|36.7256099|-117.8626002|36.6785574|-117.9414293|480|Craig Canyon|01/19/1981|06/02/2017
219105|Bickmore Canyon|Valley|CA|San Benito|36.5663515|-121.1829781|36.551944399999996|-121.2458333|445|Bickmore Canyon|01/19/1981|06/22/2017
219123|Bierce Creek|Stream|CA|Trinity|40.2579263|-123.1611327|40.2098715|-123.1464089|836|Smoky Creek|01/19/1981|06/08/2016
219134|Big Bend Creek|Stream|CA|Mendocino|39.8932076|-123.4511306|39.9|-123.3986111|209|Updegraff Ridge|01/19/1981|06/08/2016
219135|Big Bend Creek|Stream|CA|Siskiyou|41.080418|-123.0325356|41.0984745|-122.9761447|918|Thompson Peak|01/19/1981|12/18/2015
219144|Big Canyon|Valley|CA|Yolo|38.7649026|-122.2394206|38.7836111|-122.245|504|Guinda|01/19/1981|01/19/2016
219146|Big Canyon|Valley|CA|Colusa|39.2157224|-122.3997032|39.2219444|-122.4144444|294|Leesville|01/19/1981|01/19/2016
219149|Big Canyon|Valley|CA|El Dorado|38.7657356|-120.82188|38.7544444|-120.7761111|287|Garden Valley|01/19/1981|01/19/2016
219151|Big Canyon Creek|Stream|CA|El Dorado|38.5271298|-120.9443847|38.6737929|-120.8863272|139|Latrobe|01/19/1981|01/19/2016
219152|Big Canyon Creek|Stream|CA|Lake|38.8060137|-122.6144292|38.8579579|-122.7311008|314|Middletown|01/19/1981|06/08/2016
219154|Big Carmen Creek|Stream|CA|Siskiyou|41.3143124|-122.7053032|41.2916667|-122.6836111|1129|Scott Mountain|01/19/1981|12/18/2015
219165|Big Crane Creek|Stream|CA|Tehama|40.2751525|-122.5155648|40.2343189|-122.6188995|190|Rosewood|01/19/1981|12/18/2015
219168|Big Creek|Stream|CA|Humboldt|41.1323501|-123.6908926|41.1388889|-123.7327778|73|Weitchpec|01/19/1981|06/08/2016
219169|Big Creek|Stream|CA|Siskiyou|41.3951362|-123.0925407|41.3986111|-123.0411111|958|Yellow Dog Peak|01/19/1981|12/18/2015
219170|Big Creek|Stream|CA|Santa Cruz|37.0668929|-122.2302473|37.1432796|-122.1969116|12|Davenport|01/19/1981|04/22/2015
219172|Big Creek|Stream|CA|Siskiyou|41.2865223|-123.2506036|41.3209663|-123.2517151|473|Forks of Salmon|01/19/1981|12/18/2015
219175|Big Dann Creek|Stream|CA|Mendocino|39.8384856|-123.7008543|39.8586111|-123.6441667|235|Leggett|01/19/1981|06/08/2016
219182|Big Ferry Creek|Stream|CA|Siskiyou|41.7123557|-123.0172597|41.6876351|-122.9575354|543|Scott Bar|01/19/1981|12/18/2015
219183|Big Finley Creek|Stream|CA|Humboldt|40.0895874|-124.0005872|40.0718096|-124.0319761|220|Shelter Cove|01/19/1981|06/08/2016
219187|Big Flat Creek|Stream|CA|Humboldt|40.1279188|-124.175872|40.1633333|-124.1391667|3|Shubrick Peak|01/19/1981|06/08/2016
219193|Big Gulch|Valley|CA|Humboldt|40.2309886|-124.074466|40.221119|-124.0783953|131|Honeydew|01/19/1981|08/07/2015
219202|Big Indian Creek|Stream|CA|Amador|38.5507402|-120.8493813|38.5007414|-120.6535411|236|Fiddletown|01/19/1981|01/19/2016
219216|Big Meadow Creek|Stream|CA|Trinity|40.2901455|-123.483918|40.2536111|-123.48|948|Ruth Lake|01/19/1981|06/08/2016
219227|Big Pepperwood Creek|Stream|CA|Sonoma|38.7632445|-123.4788975|38.7980556|-123.4516667|9|McGuire Ridge|01/19/1981|06/08/2016
219232|Big Ravine|Valley|CA|El Dorado|38.7737901|-121.0543887|38.7933333|-121.0536111|147|Pilot Hill|01/19/1981|01/19/2016
219233|Big Ravine|Valley|CA|Yuba|39.2215595|-121.3232934|39.1994444|-121.2897222|99|Smartsville|01/19/1981|01/19/2016
